0,1
-0.075,0.02
0.135,0.015
0.115,0.005
0.15,-0.005
-0.065,-0.015
-0.255,-0.03
-0.31,-0.04
-0.38,-0.045
-0.34,-0.04
-0.07,-0.03
-0.055,-0.015
0.095,0.0
0.065,0.01
0.105,0.01
-0.02,0.005
-0.26,-0.01
-0.33,-0.03
-0.335,-0.04
-0.29,-0.05
-0.16,-0.05
-0.005,-0.04
0.09,-0.025
0.075,-0.01
0.115,0.0
-0.075,0.005
-0.305,0.0
-0.27,-0.01
-0.355,-0.02
-0.21,-0.025
-0.105,-0.03
0.07,-0.03
0.055,-0.03
0.015,-0.02
-0.07,-0.015
-0.05,-0.01
-0.19,-0.01
-0.405,-0.01
-0.25,-0.015
-0.225,-0.02
-0.135,-0.025
0.01,-0.03
0.03,-0.03
0.11,-0.03
0.055,-0.03
-0.185,-0.03
-0.275,-0.03
-0.31,-0.03
-0.265,-0.025
-0.305,-0.02
-0.065,-0.01
0.055,-0.005
0.2,-0.005
0.085,-0.01
0.005,-0.015
-0.18,-0.03
-0.315,-0.04
-0.365,-0.05
-0.29,-0.06
-0.305,-0.06
-0.1,-0.055
0.0,-0.045
0.115,-0.03
0.1,-0.015
0.085,-0.01
-0.15,-0.005
-0.41,-0.01
-0.135,-0.015
-0.395,-0.025
-0.26,-0.035
-0.025,-0.04
0.025,-0.04
-0.01,-0.04
0.07,-0.03
-0.02,-0.025
-0.075,-0.02
-0.325,-0.015
-0.24,-0.02
-0.305,-0.025
-0.23,-0.035
-0.24,-0.045
0.005,-0.055
0.08,-0.055
0.055,-0.055
0.08,-0.05
-0.25,-0.045
-0.22,-0.035
-0.345,-0.03
-0.36,-0.025
-0.24,-0.025
-0.145,-0.03
0.045,-0.035
0.145,-0.04
0.075,-0.045
-0.01,-0.045
-0.195,-0.04
-0.28,-0.03
-0.34,-0.025
-0.355,-0.015
-0.28,-0.015
-0.01,-0.015
0.17,-0.02
0.145,-0.025
-0.005,-0.035
-0.1,-0.045
-0.155,-0.05
-0.2,-0.05
-0.365,-0.045
-0.38,-0.035
-0.285,-0.03
-0.055,-0.02
0.205,-0.015
0.095,-0.015
0.055,-0.02
-0.015,-0.025
-0.155,-0.03
-0.395,-0.04
-0.28,-0.045
-0.385,-0.045
-0.335,-0.05
-0.025,-0.05
0.08,-0.045
0.175,-0.045
-0.05,-0.04
0.02,-0.035
-0.16,-0.035
-0.35,-0.025
-0.33,-0.02
-0.31,-0.015
-0.23,-0.01
0.025,-0.01
0.11,-0.005
0.105,-0.005
0.175,-0.01
-0.05,-0.015
-0.225,-0.02
-0.415,-0.03
-0.365,-0.04
-0.255,-0.045
-0.125,-0.05
-0.08,-0.055
0.05,-0.05
0.13,-0.045
0.155,-0.04
-0.095,-0.03
-0.225,-0.02
-0.43,-0.01
-0.215,-0.005
-0.265,-0.01
-0.11,-0.015
-0.065,-0.02
0.03,-0.03
0.085,-0.035
0.09,-0.04
-0.01,-0.035
-0.315,-0.025
-0.195,-0.015
-0.23,-0.005
-0.29,0.0
-0.215,-0.005
-0.065,-0.015
0.13,-0.03
0.195,-0.05
-0.095,-0.065
-0.075,-0.075
-0.255,-0.08
-0.335,-0.07
-0.335,-0.06
-0.41,-0.045
-0.105,-0.035
0.025,-0.025
0.055,-0.025
0.11,-0.025
0.02,-0.03
-0.1,-0.04
-0.195,-0.045
-0.305,-0.045
-0.33,-0.04
-0.27,-0.035
-0.19,-0.035
-0.025,-0.035
0.155,-0.035
0.09,-0.045
-0.035,-0.055
-0.095,-0.06
-0.11,-0.065
-0.43,-0.06
-0.42,-0.05
-0.275,-0.035
-0.055,-0.015
0.02,0.0
0.185,0.005
0.17,0.005
0.09,0.0
-0.15,-0.015
-0.265,-0.03
-0.33,-0.04
-0.33,-0.045
-0.34,-0.045
-0.13,-0.035
0.12,-0.02
0.155,-0.01
0.125,0.005
0.11,0.01
-0.075,0.01
-0.295,0.01
-0.415,0.0
-0.215,-0.005
-0.23,-0.01
-0.095,-0.015
0.085,-0.01
0.205,-0.005
0.065,0.005
0.105,0.02
-0.04,0.03
-0.19,0.04
-0.33,0.045
-0.195,0.055
-0.215,0.06
0.055,0.065
0.08,0.065
0.15,0.07
0.135,0.065
0.38,0.065
0.075,0.055
-0.36,0.045
-0.345,0.025
-0.3,0.01
-0.185,-0.01
-0.05,-0.03
0.07,-0.045
0.055,-0.055
0.055,-0.06
-0.01,-0.065
-0.085,-0.06
-0.29,-0.055
-0.35,-0.05
-0.315,-0.045
-0.345,-0.04
0.03,-0.035
0.06,-0.04
0.04,-0.045
0.065,-0.05
0.045,-0.055
-0.17,-0.06
-0.275,-0.06
-0.27,-0.06
-0.38,-0.055
-0.32,-0.05
-0.07,-0.045
0.12,-0.045
0.055,-0.04
0.02,-0.045
0.09,-0.045
-0.17,-0.045
-0.3,-0.05
-0.34,-0.05
-0.36,-0.05
-0.205,-0.05
-0.075,-0.045
0.115,-0.045
0.13,-0.045
0.045,-0.05
-0.01,-0.055
-0.145,-0.06
-0.4,-0.06
-0.425,-0.055
-0.295,-0.05
-0.1,-0.045
0.02,-0.03
0.015,-0.025
0.185,-0.015
0.005,-0.015
0.105,-0.02
-0.13,-0.03
-0.38,-0.045
-0.46,-0.06
-0.31,-0.07
-0.22,-0.08
-0.05,-0.08
0.1,-0.075
0.12,-0.065
0.1,-0.055
-0.04,-0.045
-0.225,-0.035
-0.32,-0.035
-0.315,-0.045
-0.38,-0.055
-0.17,-0.07
0.025,-0.085
0.03,-0.095
0.085,-0.095
0.04,-0.08
-0.06,-0.055
-0.155,-0.01
-0.23,0.04
-0.135,0.1
-0.035,0.165
0.1,0.225
0.25,0.28
0.43,0.33
0.655,0.365
0.66,0.385
0.445,0.39
0.21,0.38
-0.015,0.355
-0.035,0.315
-0.075,0.26
0.04,0.2
0.215,0.13
0.275,0.06
0.15,-0.01
0.155,-0.075
-0.22,-0.13
-0.36,-0.17
-0.41,-0.195
-0.61,-0.2
-0.535,-0.2
-0.24,-0.185
-0.015,-0.165
0.09,-0.145
0.02,-0.125
-0.01,-0.105
-0.125,-0.095
-0.31,-0.085
-0.295,-0.075
-0.33,-0.07
-0.33,-0.06
-0.16,-0.055
-0.02,-0.045
0.155,-0.04
0.155,-0.03
0.06,-0.025
-0.08,-0.025
-0.145,-0.025
-0.275,-0.025
-0.41,-0.03
-0.29,-0.03
-0.02,-0.03
0.03,-0.025
0.12,-0.02
0.175,-0.015
0.095,-0.01
0.015,-0.005
-0.19,-0.005
-0.36,-0.01
-0.33,-0.02
-0.21,-0.03
-0.1,-0.04
0.055,-0.045
0.24,-0.05
0.02,-0.045
0.115,-0.035
-0.07,-0.015
-0.26,0.0
-0.28,0.015
-0.235,0.025
-0.1,0.03
0.025,0.025
0.075,0.015
0.13,0.005
0.155,-0.01
0.135,-0.015
-0.07,-0.02
-0.295,-0.02
-0.255,-0.015
-0.295,-0.005
-0.25,0.005
0.01,0.015
0.12,0.015
0.205,0.015
0.165,0.015
0.07,0.01
-0.09,0.005
-0.18,0.005
-0.325,0.005
-0.215,0.01
-0.19,0.015
0.03,0.025
0.195,0.035
0.25,0.045
0.235,0.055
0.095,0.06
-0.125,0.06
-0.155,0.06
-0.225,0.06
-0.215,0.055
-0.115,0.05
0.025,0.045
0.255,0.045
0.125,0.045
0.24,0.055
0.215,0.065
0.005,0.075
-0.165,0.09
-0.29,0.1
-0.13,0.105
0.015,0.11
0.115,0.11
0.205,0.11
0.295,0.11
0.3,0.11
0.17,0.115
-0.02,0.125
-0.05,0.14
-0.085,0.15
-0.11,0.165
0.025,0.17
0.225,0.175
0.325,0.18
0.33,0.185
0.395,0.19
0.3,0.195
0.1,0.21
-0.08,0.225
-0.07,0.24
0.045,0.255
0.21,0.265
0.275,0.27
0.47,0.27
0.47,0.265
0.435,0.26
0.25,0.26
0.145,0.26
0.05,0.27
0.045,0.28
0.01,0.295
0.17,0.31
0.515,0.325
0.48,0.335
0.545,0.335
0.475,0.335
0.375,0.325
0.12,0.315
0.035,0.3
0.08,0.285
0.16,0.275
0.14,0.26
0.33,0.25
0.33,0.235
0.38,0.22
0.415,0.21
0.26,0.195
0.02,0.19
-0.075,0.18
-0.065,0.175
-0.055,0.17
0.08,0.165
0.23,0.16
0.285,0.15
0.31,0.14
0.325,0.125
0.105,0.105
-0.075,0.085
-0.165,0.065
-0.255,0.05
-0.21,0.03
0.0,0.015
0.08,0.005
0.14,-0.005
0.135,-0.005
0.165,-0.005
0.015,-0.005
-0.205,0.0
-0.23,0.0
-0.25,0.005
-0.175,0.0
-0.07,0.0
0.09,-0.01
0.25,-0.015
0.17,-0.025
0.0,-0.035
0.015,-0.04
-0.2,-0.045
-0.4,-0.045
-0.275,-0.04
-0.205,-0.04
-0.06,-0.035
0.04,-0.03
0.165,-0.03
0.23,-0.03
0.25,-0.03
