0,1
-0.06,-0.165
-0.035,-0.16
0.04,-0.14
0.05,-0.12
0.025,-0.085
0.07,-0.04
0.11,0.02
0.115,0.085
0.23,0.15
0.36,0.21
0.455,0.255
0.48,0.28
0.485,0.28
0.4,0.25
0.26,0.195
0.15,0.125
0.115,0.035
-0.025,-0.05
-0.08,-0.135
-0.16,-0.205
-0.205,-0.255
-0.17,-0.29
-0.125,-0.305
-0.13,-0.31
-0.13,-0.3
-0.2,-0.29
-0.22,-0.275
-0.235,-0.26
-0.205,-0.245
-0.14,-0.225
-0.05,-0.21
-0.005,-0.185
0.055,-0.165
0.025,-0.145
0.01,-0.125
-0.055,-0.11
-0.06,-0.1
-0.105,-0.095
-0.06,-0.09
-0.005,-0.09
0.045,-0.09
0.085,-0.09
0.085,-0.09
0.08,-0.09
0.02,-0.085
0.01,-0.085
-0.02,-0.085
-0.08,-0.085
-0.04,-0.085
0.015,-0.085
0.045,-0.085
0.085,-0.08
0.13,-0.075
0.11,-0.07
0.065,-0.06
0.005,-0.055
-0.05,-0.05
-0.045,-0.045
0.0,-0.045
0.035,-0.045
0.09,-0.05
0.095,-0.05
0.145,-0.055
0.11,-0.05
0.035,-0.05
0.015,-0.045
0.01,-0.04
-0.025,-0.035
-0.005,-0.03
0.08,-0.03
0.115,-0.025
0.115,-0.025
0.145,-0.025
0.125,-0.025
0.085,-0.02
0.035,-0.02
0.045,-0.015
0.02,-0.01
0.055,-0.01
0.08,-0.005
0.125,-0.005
0.125,-0.005
0.175,-0.005
0.155,-0.005
0.115,-0.005
0.08,0.0
0.045,0.005
0.04,0.01
0.085,0.02
0.12,0.03
0.195,0.04
0.19,0.05
0.23,0.06
0.2,0.065
0.145,0.075
0.135,0.08
0.115,0.08
0.1,0.085
0.165,0.09
0.215,0.09
0.25,0.095
0.27,0.1
0.28,0.105
0.27,0.11
0.24,0.115
0.175,0.12
0.175,0.13
0.17,0.135
0.215,0.145
0.27,0.155
0.3,0.16
0.315,0.165
0.345,0.165
0.295,0.165
0.23,0.165
0.2,0.155
0.165,0.15
0.19,0.14
0.235,0.135
0.245,0.13
0.275,0.125
0.285,0.125
0.295,0.125
0.255,0.125
0.195,0.125
0.16,0.12
0.13,0.115
0.12,0.1
0.135,0.085
0.185,0.07
0.22,0.05
0.195,0.035
0.19,0.025
0.16,0.015
0.115,0.01
0.045,0.01
-0.005,0.005
0.005,0.0
0.04,-0.005
0.09,-0.015
0.105,-0.025
0.145,-0.035
0.13,-0.045
0.08,-0.055
0.04,-0.055
0.01,-0.055
-0.06,-0.055
0.0,-0.05
0.02,-0.05
0.09,-0.05
0.075,-0.05
0.11,-0.055
0.095,-0.06
0.05,-0.07
0.01,-0.075
0.005,-0.08
-0.06,-0.085
-0.035,-0.08
0.015,-0.08
0.045,-0.07
0.08,-0.065
0.135,-0.06
0.115,-0.055
0.06,-0.055
-0.015,-0.055
-0.03,-0.055
-0.05,-0.055
0.005,-0.06
0.035,-0.06
0.08,-0.055
0.075,-0.055
0.115,-0.055
0.1,-0.055
0.065,-0.05
0.025,-0.05
0.0,-0.055
-0.015,-0.055
-0.01,-0.055
0.025,-0.055
0.085,-0.06
0.075,-0.06
0.12,-0.06
0.105,-0.06
0.085,-0.06
0.045,-0.06
0.02,-0.055
-0.025,-0.055
-0.005,-0.055
0.045,-0.05
0.095,-0.05
0.125,-0.05
0.16,-0.05
0.125,-0.045
0.09,-0.045
0.05,-0.045
0.015,-0.04
-0.02,-0.035
0.02,-0.03
0.055,-0.025
0.09,-0.02
0.105,-0.02
0.155,-0.02
0.13,-0.02
0.095,-0.025
0.04,-0.035
0.02,-0.04
-0.015,-0.045
0.02,-0.05
0.06,-0.05
0.115,-0.045
0.125,-0.045
0.155,-0.04
0.1,-0.04
0.08,-0.04
0.05,-0.04
-0.005,-0.045
-0.03,-0.05
0.0,-0.055
0.025,-0.055
0.095,-0.06
0.115,-0.055
0.14,-0.05
0.11,-0.05
0.075,-0.045
0.025,-0.045
0.025,-0.045
-0.03,-0.05
0.01,-0.05
0.035,-0.055
0.1,-0.055
0.11,-0.06
0.14,-0.06
0.125,-0.055
0.055,-0.055
0.005,-0.055
-0.005,-0.055
0.01,-0.055
0.04,-0.055
0.045,-0.055
0.08,-0.055
0.11,-0.055
0.14,-0.055
0.115,-0.05
0.075,-0.05
0.03,-0.05
0.005,-0.055
-0.03,-0.055
0.015,-0.055
0.075,-0.055
0.13,-0.055
0.13,-0.05
0.175,-0.04
0.115,-0.03
0.04,-0.02
0.065,-0.015
0.03,-0.005
0.015,-0.005
0.055,-0.005
0.08,-0.01
0.125,-0.015
0.145,-0.02
0.175,-0.03
0.155,-0.035
0.07,-0.04
0.025,-0.04
0.015,-0.04
0.03,-0.04
0.07,-0.035
0.125,-0.035
0.17,-0.03
0.165,-0.025
0.175,-0.02
0.135,-0.01
0.105,-0.005
0.065,-0.005
0.035,0.0
0.03,0.0
0.07,-0.005
0.11,-0.015
0.13,-0.025
0.175,-0.035
0.145,-0.045
0.12,-0.055
0.05,-0.06
0.02,-0.06
-0.01,-0.06
-0.005,-0.055
0.02,-0.05
0.08,-0.045
0.115,-0.045
0.135,-0.045
0.12,-0.05
0.085,-0.055
0.04,-0.065
0.015,-0.07
-0.035,-0.075
-0.015,-0.075
0.055,-0.075
0.08,-0.07
0.09,-0.065
0.15,-0.065
0.145,-0.065
0.075,-0.065
0.03,-0.07
0.01,-0.075
-0.03,-0.08
0.02,-0.08
0.02,-0.08
0.085,-0.075
0.09,-0.075
0.125,-0.07
0.105,-0.07
0.05,-0.075
0.0,-0.085
-0.035,-0.1
-0.09,-0.11
-0.055,-0.115
-0.01,-0.105
0.085,-0.085
0.12,-0.045
0.22,0.01
0.28,0.08
0.335,0.155
0.365,0.235
0.415,0.3
0.46,0.35
0.52,0.375
0.505,0.37
0.52,0.34
0.37,0.285
0.35,0.215
0.33,0.125
0.2,0.035
0.05,-0.05
-0.055,-0.13
-0.215,-0.195
-0.18,-0.24
-0.16,-0.27
-0.1,-0.28
-0.06,-0.275
-0.01,-0.265
-0.025,-0.24
-0.05,-0.215
-0.085,-0.185
-0.06,-0.16
-0.085,-0.135
-0.025,-0.115
0.03,-0.1
0.11,-0.085
0.125,-0.075
0.175,-0.065
0.135,-0.055
0.11,-0.05
0.045,-0.045
0.035,-0.04
0.015,-0.035
0.07,-0.03
0.095,-0.03
0.13,-0.03
0.185,-0.03
0.205,-0.03
0.16,-0.035
0.13,-0.035
0.09,-0.035
0.09,-0.035
0.02,-0.035
0.07,-0.025
0.12,-0.02
0.165,-0.015
0.18,-0.01
0.215,-0.01
0.19,-0.01
0.15,-0.01
0.115,-0.015
0.095,-0.02
0.07,-0.02
0.09,-0.02
0.12,-0.015
0.18,-0.01
0.19,-0.005
0.22,-0.005
0.185,-0.005
0.145,-0.005
0.115,-0.01
0.115,-0.01
0.06,-0.015
0.12,-0.015
0.155,-0.01
0.19,-0.005
0.22,0.005
0.25,0.01
0.205,0.015
0.175,0.02
0.145,0.02
0.13,0.02
0.095,0.015
0.135,0.015
0.185,0.015
0.235,0.02
0.265,0.03
0.295,0.045
0.26,0.06
0.22,0.075
0.17,0.085
0.175,0.09
0.16,0.095
0.2,0.09
0.27,0.085
0.305,0.08
0.335,0.08
0.335,0.085
0.3,0.095
0.26,0.11
0.265,0.125
0.225,0.14
0.245,0.155
0.28,0.165
0.335,0.17
0.385,0.175
0.4,0.175
0.39,0.175
0.36,0.18
0.31,0.18
0.315,0.19
0.28,0.195
0.295,0.2
0.335,0.21
0.38,0.21
0.415,0.21
0.435,0.205
0.405,0.2
0.375,0.195
0.33,0.185
0.315,0.18
0.25,0.175
0.275,0.17
0.305,0.17
0.355,0.17
0.375,0.17
0.415,0.165
0.385,0.165
0.32,0.16
0.3,0.15
0.245,0.145
0.2,0.135
0.2,0.12
0.23,0.105
0.255,0.09
0.27,0.075
0.31,0.06
0.285,0.05
0.21,0.035
0.16,0.025
0.135,0.02
0.085,0.015
0.13,0.015
0.16,0.01
0.195,0.01
0.185,0.01
0.27,0.005
0.19,0.0
0.165,-0.005
0.13,-0.01
0.09,-0.02
0.055,-0.025
0.07,-0.03
0.125,-0.03
0.17,-0.035
0.205,-0.035
0.23,-0.04
0.17,-0.04
0.16,-0.045
0.055,-0.05
0.06,-0.055
0.02,-0.06
0.065,-0.065
0.085,-0.065
0.155,-0.065
0.17,-0.06
0.21,-0.055
0.175,-0.05
0.145,-0.045
0.085,-0.04
0.09,-0.035
0.055,-0.035
0.095,-0.04
0.12,-0.045
0.17,-0.045
0.18,-0.05
0.21,-0.05
0.2,-0.05
0.17,-0.045
0.1,-0.04
0.1,-0.035
0.055,-0.03
0.1,-0.03
0.11,-0.03
0.195,-0.03
0.185,-0.035
0.22,-0.035
0.2,-0.04
0.185,-0.04
0.1,-0.04
0.085,-0.04
0.055,-0.035
0.12,-0.03
0.16,-0.02
0.2,-0.02
0.185,-0.015
0.23,-0.015
0.21,-0.02
0.16,-0.025
0.135,-0.03
0.11,-0.035
0.08,-0.035
0.115,-0.035
0.165,-0.03
0.19,-0.025
0.19,-0.02
0.235,-0.01
0.21,-0.01
0.165,-0.005
0.12,-0.01
0.095,-0.015
0.06,-0.025
0.11,-0.03
0.155,-0.04
0.205,-0.04
0.21,-0.04
0.265,-0.04
0.195,-0.035
0.14,-0.03
0.115,-0.025
0.09,-0.025
0.08,-0.025
0.085,-0.03
0.155,-0.035
0.22,-0.045
0.195,-0.05
0.23,-0.05
0.2,-0.055
0.14,-0.05
0.095,-0.05
0.07,-0.045
0.075,-0.045
0.105,-0.045
0.14,-0.045
0.195,-0.045
0.21,-0.05
0.215,-0.055
