0,1
1,processedData/images/01/01_01_01_01.png
1,processedData/images/01/01_01_02_01.png
1,processedData/images/01/01_01_03_01.png
1,processedData/images/01/01_01_04_01.png
1,processedData/images/01/01_01_05_01.png
1,processedData/images/01/01_01_01_02.png
1,processedData/images/01/01_01_02_02.png
1,processedData/images/01/01_01_03_02.png
1,processedData/images/01/01_01_04_02.png
1,processedData/images/01/01_01_05_02.png
1,processedData/images/01/01_01_01_03.png
1,processedData/images/01/01_01_02_03.png
1,processedData/images/01/01_01_03_03.png
1,processedData/images/01/01_01_04_03.png
1,processedData/images/01/01_01_05_03.png
1,processedData/images/01/01_01_01_04.png
1,processedData/images/01/01_01_02_04.png
1,processedData/images/01/01_01_03_04.png
1,processedData/images/01/01_01_04_04.png
1,processedData/images/01/01_01_05_04.png
1,processedData/images/01/01_01_01_05.png
1,processedData/images/01/01_01_02_05.png
1,processedData/images/01/01_01_03_05.png
1,processedData/images/01/01_01_04_05.png
1,processedData/images/01/01_01_05_05.png
1,processedData/images/01/01_01_01_06.png
1,processedData/images/01/01_01_02_06.png
1,processedData/images/01/01_01_03_06.png
1,processedData/images/01/01_01_04_06.png
1,processedData/images/01/01_01_05_06.png
1,processedData/images/01/01_01_01_07.png
1,processedData/images/01/01_01_02_07.png
1,processedData/images/01/01_01_03_07.png
1,processedData/images/01/01_01_04_07.png
1,processedData/images/01/01_01_05_07.png
1,processedData/images/01/01_01_01_08.png
1,processedData/images/01/01_01_02_08.png
1,processedData/images/01/01_01_03_08.png
1,processedData/images/01/01_01_04_08.png
1,processedData/images/01/01_01_05_08.png
1,processedData/images/01/01_01_01_09.png
1,processedData/images/01/01_01_02_09.png
1,processedData/images/01/01_01_03_09.png
1,processedData/images/01/01_01_04_09.png
1,processedData/images/01/01_01_05_09.png
1,processedData/images/01/01_01_01_10.png
1,processedData/images/01/01_01_02_10.png
1,processedData/images/01/01_01_03_10.png
1,processedData/images/01/01_01_04_10.png
1,processedData/images/01/01_01_05_10.png
1,processedData/images/01/01_01_01_11.png
1,processedData/images/01/01_01_02_11.png
1,processedData/images/01/01_01_03_11.png
1,processedData/images/01/01_01_04_11.png
1,processedData/images/01/01_01_05_11.png
1,processedData/images/01/01_01_01_12.png
1,processedData/images/01/01_01_02_12.png
1,processedData/images/01/01_01_03_12.png
1,processedData/images/01/01_01_04_12.png
1,processedData/images/01/01_01_05_12.png
1,processedData/images/01/01_01_01_13.png
1,processedData/images/01/01_01_02_13.png
1,processedData/images/01/01_01_03_13.png
1,processedData/images/01/01_01_04_13.png
1,processedData/images/01/01_01_05_13.png
1,processedData/images/01/01_01_01_14.png
1,processedData/images/01/01_01_02_14.png
1,processedData/images/01/01_01_03_14.png
1,processedData/images/01/01_01_04_14.png
1,processedData/images/01/01_01_05_14.png
1,processedData/images/01/01_01_01_15.png
1,processedData/images/01/01_01_02_15.png
1,processedData/images/01/01_01_03_15.png
1,processedData/images/01/01_01_04_15.png
1,processedData/images/01/01_01_05_15.png
1,processedData/images/01/01_01_01_16.png
1,processedData/images/01/01_01_02_16.png
1,processedData/images/01/01_01_03_16.png
1,processedData/images/01/01_01_04_16.png
1,processedData/images/01/01_01_05_16.png
1,processedData/images/01/01_01_01_17.png
1,processedData/images/01/01_01_02_17.png
1,processedData/images/01/01_01_03_17.png
1,processedData/images/01/01_01_04_17.png
1,processedData/images/01/01_01_05_17.png
1,processedData/images/01/01_01_01_18.png
1,processedData/images/01/01_01_02_18.png
1,processedData/images/01/01_01_03_18.png
1,processedData/images/01/01_01_04_18.png
1,processedData/images/01/01_01_05_18.png
1,processedData/images/01/01_01_01_19.png
1,processedData/images/01/01_01_02_19.png
1,processedData/images/01/01_01_03_19.png
1,processedData/images/01/01_01_04_19.png
